artist,genre,birthdate,deathdate,ageatdeath,birthdate1,birthdate2,birthdate3,deathdate1,deathdate2,deathdate3
Eden ahbez,Exotica,1908,1995,87,1908-04-15,1908-04-15,15,1995-03-04,4,1995-03-04
Édith Piaf,Cabaret,1915,1963,48,1915-12-19,1915-12-19,19,1963-10-11,11,1963-10-11
Edith Vogel,Classical period (music),1912,1992,80,1912-04-05,1912-04-05,1912,1992-06-12,1992,1992-06-12
Ed Lincoln,Space age pop,1932,2012,80,1932-05-31,1932-05-31,1932-05-31,2012-07-16,2012-07-16,2012-07-16
Edmond Hall,Swing music,1901,1967,66,1901-05-15,1901-05-15,1901-05-15,1967-02-11,1967-02-11,1967-02-11
Edmund Hockridge,Light opera,1919,2009,90,1919-08-09,1919-08-09,1919-08-09,2009-03-15,2009-03-15,2009-03-15
Edmundo Ros,Latin American music,1910,2011,101,1910-12-07,1910-12-07,7,2011-10-21,21,2011-10-21
Edmund Sylvers,Disco music,1957,2004,47,1957-01-25,1957-01-25,1957-01-25,2004-03-11,2004-03-11,2004-03-11
Ed Thigpen,Jazz,1930,2010,80,1930-12-28,1930-12-28,1930-12-28,2010-01-13,2010-01-13,2010-01-13
Eduardo Alquinta,Folk (music),1945,2003,58,1945-01-22,1945-01-22,1945-01-22,2003-01-15,2003-01-15,2003-01-15
Eduardo Brito,Merengue music,1906,1946,40,1906-01-22,1906-01-22,1906,1946-01-05,1946,1946-01-05
Eduardo Mateo,Candombe Beat,1940,1990,50,1940-09-10,1940-09-10,1940-09-10,1990-05-16,1990-05-16,1990-05-16
Eduardo Serrano,Pasodoble,1911,2008,97,1911-02-14,1911-02-14,1911-02-14,2008-10-13,2008-10-13,2008-10-13
Eduard van Beinum,Classical music,1901,1959,58,1901-09-03,1901-09-03,,,,1959-04-13
Edward Howell (cellist),Classical music,1846,1898,52,1846-02-05,1846-02-05,5,,1898,1898
Edward Patten,Soul music,1939,2005,66,1939-08-27,1939-08-27,1939-08-27,2005-02-25,2005-02-25,2005-02-25
Edward Vesala,Jazz,1945,1999,54,1945-02-15,1945-02-15,15,1999-12-04,1999-12-04,1999-12-04
Ed Wilson (singer),Gospel music,1945,2010,65,1945-07-29,1945-07-29,1945-07-29,2010-10-04,2010-10-04,2010-10-03
Edwin Starr,Funk,1942,2003,61,1942-01-21,1942-01-21,1942-01-21,2003-04-02,2003-04-02,2003-04-02
Eileen Barton,Traditional pop music,1924,2006,82,1924-11-24,1924-11-24,1924-11-24,2006-06-27,2006-06-27,2006-06-27
Einar Aaron Swan,Big band music,1903,1940,37,1903-03-20,1903-03-20,1903-03-20,1940-08-08,1940-08-08,1940-08-08
Eladia Blázquez,Tango music,1931,1931,0,1931-02-24,1931-02-24,1931-02-24,1931-02-24,2005-08-31,--08-31
Elbridge Bryant,Soul music,1939,1975,36,1939-09-28,1939-09-28,1939-09-28,1975-10-26,1975-10-26,1975-10-26
El Carrao de Palmarito,Joropo,1928,2002,74,1928-04-07,1928-04-07,1928-04-07,2002-12-10,2002-12-10,2002-12-10
Eldon Hoke,Punk rock,1958,1997,39,1958-03-23,,1958-03-23,1997-04-19,1997-04-19,
Eldon Shamblin,Western Swing,1916,1998,82,1916-04-24,1916-04-24,1916-04-24,1998-08-05,1998-08-05,1998-08-05
Eleazar de Carvalho,Classical music,1912,1996,84,1912-06-28,1912-06-28,,1996-09-12,,1996-09-12
Eleonore Schoenfeld,Classical Music,1926,2007,81,,1926,1926,2007-01-01,2007-01-01,
Elisa Gabbai,Schlager,1941,2010,69,1941-01-01,1941-01-01,1941-01-01,2010-12-14,2010-12-14,
Elis Regina,Samba,1945,1982,37,1945-03-17,1945-03-17,1945-03-17,1982-01-19,1982-01-19,1982-01-19
Elizabeth Cotten,Folk music,1895,1987,92,1895-01-05,1895-01-05,1895-01-05,1987-06-29,1987-06-29,1987-06-29
Elizabeth Crotty,Irish traditional music,1885,1960,75,1885-12-06,1885-12-06,6,1960-12-27,27,1960
Elizabeth Gilels,Classical music,1919,2008,89,1919-09-30,1919-09-30,1919-09-30,,2008-03-13,2008-03-13
Elizete Cardoso,Samba,1920,1990,70,1920-07-07,1920-07-07,1920-07-07,1990-05-07,1990-05-07,1990-05-07
Ella Fitzgerald,Vocal jazz,1917,1996,79,1917-04-25,1917-04-25,1917-04-25,1996-06-15,1996-06-15,1996-06-15
Ella Mae Morse,Jump blues,1924,1999,75,1924-09-12,1924-09-12,1924-09-12,1999-10-16,1999-10-16,1999-10-16
Ella Shields,Music hall,1879,1952,73,1879-09-27,1879-09-27,1879-09-27,1952-08-05,1952-08-05,1952-08-05
Ellen Winther,Musical theatre,1933,2011,78,1933-08-11,1933-08-11,11,2011-08-13,13,
